Brand,Category,"Product name",Price,"Description long","Description short",Stock,Public,"Feature input Страна Производитель","Feature input Тип","Feature input Пол","Feature input Возрастная Группа","Feature input Надувные Колеса","Feature input Количество Мест В Веломобиле","Feature input Материал Корпуса","Feature input Материал Колес","Feature input Ход Педалей","Feature input Тормоз","Feature input Особенности","Feature input Тип Коляски","Feature input Тип Кузова","Feature input Количество Мест В Электро-/Бензомобиле","Feature input Тематика","Feature input Материал","Feature input Тип Конструктора","Feature input Состояние","Feature input Упаковка","Feature input Размещение","Feature input Тип Мебели","Feature input Цвет (Оттенок) Мебели","Feature input Вид Стола По Своему Назначению","Feature input Наличие Надстройки","Feature input Наличие Ремней Безопасности","Feature input Съемный Чехол","Feature input Тип Качели","Feature input Материал Изготовления Каркаса","Feature input Комплектация Защитным Бампером","Feature input Подножка","Feature input Антискользящие Накладки На Ножках","Feature input Возраст","Feature input Цвет","Feature input Материал Изготовления","Feature input Способ Установки","Feature input Система Крепления","Feature input Точки Крепления Ребенка","Feature input Бустер","Feature input Подголовник","Feature input Опоры Стульчика","Feature input Вид Аксессуара","Feature input Тип Манежа","Feature input Опоры Манежа","Feature input Тип Кроватки","Feature input Материал Изготовления Манежа","Feature input Комплектация Пеленальным Столиком","Feature input Наличие Навесной Колыбели Для Младенцев","Feature input Оснащение Колесиков Системой Фиксации","Feature input Система Защиты От Произвольного Складывания","Feature input Карманы Для Аксессуаров","Feature input Сумка Для Переноски И Хранения Манежа","Feature input Боковой Вход Для Ребенка","Feature input Матрас","Feature input Крепление Прыгунков","Feature input Складная Конструкция Для Хранения И Транспортировки","Feature input Количество Источников Света","Feature input Ортопедические Свойства","Feature input Наполнение","Feature input Каркасный Рюкзак","Image 1"
"Baby Tilly","Манежи, детские кроватки","Манеж Carrello CUBO CRL-11602 Charcoal Grey  ***",1794,"Отличный манеж CARRELLO Cubo CRL-11602 порадует любого малыша. В нем ребенок сможет ползать, играть, подниматься на ножки, благодаря прицепным кольцам и делать свои первые шаги. Этот манеж практичен и надежен, сделан из качественных материалов (рама из алюминя, а ткань выполнена под лен) и имеет жесткое дно. К тому же он достаточно просторный. В нем грамотно продумана безопасность, все четыре угла защищены накладками, которые не дадут малышу пораниться. Устойчивые ножки исключают возможность манежу перевернуться. Прозрачный материал боковых стенок позволят маме наблюдать за ребенком и хорошо пропускают свет, а компактные размеры в сложенном виде помогут при транспортировке или спрятать в любое место. Характеристики товара    Размер в разложенном виде, см. 100х100х65   Размер в сложенном виде, см. 23х23х90   Вес, кг. 9.5   Аксессуары, ручки Есть   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть",,1,1,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,манеж-кровать,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/705854042.jpg
"Baby Tilly","Манежи, детские кроватки","Манеж детский  BAMBI M 3696-3  голубой ***",1131,"     Габаритный размер (Д/Ш/В) 124см/64см/76см         Вход застежка-молния   Карман +   В комплекте: кольца 2шт, чехол   Ткань oxford   Колесо 2шт/ Ø 10см / фиксатор   КОРОБКА (БРУТТО/НЕТТО/РАЗМЕР) 9,1кг/8,7кг/21-21-78см",,1,1,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,манеж-кровать,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/821286175.jpg
"Baby Tilly","Манежи, детские кроватки","Манеж детский  BAMBI M 3696-2  серый ***",1131,"     Габаритный размер (Д/Ш/В) 124см/64см/76см         Вход застежка-молния   Карман +   В комплекте: кольца 2шт, чехол   Ткань oxford   Колесо 2шт/ Ø 10см / фиксатор   КОРОБКА (БРУТТО/НЕТТО/РАЗМЕР) 9,1кг/8,7кг/21-21-78см",,1,1,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,манеж-кровать,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/821286256.jpg
"Baby Tilly","Манежи, детские кроватки","Манеж Carrello CUBO CRL-11602 Spring Green  ***",1794,"Отличный манеж CARRELLO Cubo CRL-11602 порадует любого малыша. В нем ребенок сможет ползать, играть, подниматься на ножки, благодаря прицепным кольцам и делать свои первые шаги. Этот манеж практичен и надежен, сделан из качественных материалов (рама из алюминя, а ткань выполнена под лен) и имеет жесткое дно. К тому же он достаточно просторный. В нем грамотно продумана безопасность, все четыре угла защищены накладками, которые не дадут малышу пораниться. Устойчивые ножки исключают возможность манежу перевернуться. Прозрачный материал боковых стенок позволят маме наблюдать за ребенком и хорошо пропускают свет, а компактные размеры в сложенном виде помогут при транспортировке или спрятать в любое место. Характеристики товара    Размер в разложенном виде, см. 100х100х65   Размер в сложенном виде, см. 23х23х90   Вес, кг. 9.5   Аксессуары, ручки Есть   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть",,1,1,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,манеж-кровать,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/705856820.jpg
Bambi,"Манежи, детские кроватки","Детский манеж Bambi игровой  M 4030-2 розовый",2240,"пластик,дверь,игровая панель-трещотка,подв.детали,д147-ш76-в69см<br />
 Габаритный размер: прямоугольник - д147 х ш76 х в69см; многоугольник - д130 х ш140 х в69см.   Игровая панель - трещотка, подвижные детали.",,1,1,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,манеж-кровать,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/890285241.jpg
"Baby Tilly","Манежи, детские кроватки","Манеж CARRELLO Piccolo CRL-9203 Ash Grey ***",1337,"Замечательный детский манеж CARRELLO Piccolo CRL-9203 - будет не только уютным и комфортным местом для сна вашего малыша, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренные дверцы на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 8.8   Аксессуары Нет   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть     ",,1,1,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,манеж-кровать,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/733939115.jpg
"Baby Tilly","Манежи, детские кроватки","Манеж CARRELLO  CRL-9201/1 Caramel Beige со вторым дном ***",1453,"Замечательный детский манеж-кровать CARRELLO Piccolo+ CRL-9201 - будет не только уютным и комфортным местом для сна вашего малыша, благодаря второму уровню дна, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренные дверцы на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж-кровать выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 9.8   Аксессуары 2 колеса со стопорами   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть",,1,1,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,манеж-кровать,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/733940558.jpg
"Baby Tilly","Манежи, детские кроватки","Манеж CARRELLO  CRL-9201/1 Ash Grey со вторым дном ***",1453,"Замечательный детский манеж-кровать CARRELLO Piccolo+ CRL-9201 - будет не только уютным и комфортным местом для сна вашего малыша, благодаря второму уровню дна, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренные дверцы на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж-кровать выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 9.8   Аксессуары 2 колеса со стопорами   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть",,1,1,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,манеж-кровать,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/733940737.jpg
"Baby Tilly","Манежи, детские кроватки","Манеж CARRELLO  CRL-9201/1 Chocolate Brown со вторым дном ***",1453,"Замечательный детский манеж-кровать CARRELLO Piccolo+ CRL-9201 - будет не только уютным и комфортным местом для сна вашего малыша, благодаря второму уровню дна, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренные дверцы на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж-кровать выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 9.8   Аксессуары 2 колеса со стопорами   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть",,1,1,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,манеж-кровать,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/733940809.jpg
"Baby Tilly","Манежи, детские кроватки","Манеж CARRELLO  CRL-9201/1 Sunny Green со вторым дном ***",1453,"Замечательный детский манеж-кровать CARRELLO Piccolo+ CRL-9201 - будет не только уютным и комфортным местом для сна вашего малыша, благодаря второму уровню дна, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренные дверцы на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж-кровать выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 9.8   Аксессуары 2 колеса со стопорами   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть",,1,1,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,манеж-кровать,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/733941394.jpg
"Baby Tilly","Манежи, детские кроватки","Манеж CARRELLO  CRL-9201/1 Spring Purple со вторым дном ***",1453,"Замечательный детский манеж-кровать CARRELLO Piccolo+ CRL-9201 - будет не только уютным и комфортным местом для сна вашего малыша, благодаря второму уровню дна, но и отличной игровой площадкой, в которой ребенок всегда будет в безопасности и под присмотром. Он имеет надежную и устойчивую конструкцию, которая быстро и компактно складывается, что дает возможность брать его с собой в любые поездки с ребенком. Предусмотренные дверцы на замке, наверняка понравятся подросшему ребенку, ведь он сможет самостоятельно забираться и вылезать. Манеж-кровать выполнен из качественных материалов, в ярком и интересном дизайне с забавными рисунками, что сможет дополнительно развлечь ребенка. Характеристики товара    Размер в разложенном виде, см. 125х65х79   Размер в сложенном виде, см. 23х23х86   Вес, кг. 9.8   Аксессуары 2 колеса со стопорами   Матрасик Есть   Дорожная сумка Есть   Дверца на молнии Есть",,1,1,Китай,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,манеж-кровать,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/733943267.jpg
Metr+,"Зимний транспорт для детей: санки и снегокаты","Санки детские Bambi MS 0489",784,"Описание Характеристики: Выдержат нагрузку ребенка и взрослого. Прочные санки с подлокотниками, выдержат нагрузку ребенка и взрослого.<br />
   Спинка оснащена поперечными тщательно отшлифоваными деревянными планками.<br />
   Корпус покрыт порошковой краской.    Размер в собранном виде 83-37-17см Цвет на фотографии может отличаться от цвета товара.",,1,1,Китай,Санки-салазки,,,,,,,,,,,,,,Металл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/54196600.jpg
Bambi,"Зимний транспорт для детей: санки и снегокаты","Детские санки MS 0487 с родительской ручкой",1008,"Детские санки MS 0487 с родительской ручкой   Детские санки MS 0487  Bambi с ручкой толкателем подойдут для малышей. На таких санках родителям удобно катать ребенка, толкая впереди. Саночки с удобной спинкой и с боковыми бортиками. Есть подставочка под ножки. Сиденье санок сделано из дерева. Ручка, полозья и весь каркас – металлические. Полозья хорошо скользят по снегу. Родительская ручка – толкатель и спинка съемные. Что позволит использовать санки несколько лет. Окрашены детские саночки порошковой краской, безопасной для ребенка. Катаясь на санках и гуляя на свежем воздухе, у малыша укрепляется сердечно – сосудистая система, иммунитет. У малыша будет веселое бодрое настроение. Поставляются санки в разобранном виде. Легко и быстро собираются. Размер санок в собранном виде: 104-37-24см. Упаковка: коробка. Цвет санок может отличаться от цвета на фотографии.",,1,1,Китай,Санки-салазки,,,,,,,,,,,,,,Металл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/54182785.jpg
Metr+,"Зимний транспорт для детей: санки и снегокаты","Санки со спинкой MS 0488",728,"Описание  Характеристики:   Выдержат нагрузку ребенка и взрослого.   Прочные санки с подлокотниками, выдержат нагрузку ребенка и взрослого.<br />
 	    Спинка оснащена поперечными тщательно отшлифоваными деревянными планками.<br />
 	    Корпус покрыт порошковой краской.    Размер в собранном виде 91-42-31 см   Цвет на фотографии может отличаться от цвета товара.",,1,1,Китай,Санки-салазки,,,,,,,,,,,,,,Металл,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/54183080.jpg
Bambi,"Зимний транспорт для детей: санки и снегокаты","Снегокат Зимняя красавица MS 0511",1372,"ОПИСАНИЕ ТОВАРА: Снегокат детский MS 0511 ""Зимняя красавица""<br />
 <br />
 Все дети любят зиму.<br />
 Снегокат - это замечательный подарок для ребенка любого возвраста.<br />
 Каркас с жесткой металлическо рамой на который крепятся морозоустойчевые пластиковые лыжи-катки и мягкое сидение с утепленной подушкой и изображением ""Зимней красавицы"".<br />
 Он сочетает в себе все положительные качества санок с удобством рулевого управления.<br />
 На рулевой присутствует пружинный амортизатор, смягчающий удары и неровности дороги.<br />
 Ребенок в компании своих друзей весело проведет время, ведь прочная металлическая рама выдержит нагрузку до 100кг.<br />
 Снегокат абсолютно безопасен и не имеет острых деталей.<br />
 Подойдет малышу от 2,5 лет. ДОСТАВКА В ЛЮБОЙ ГОРОД УКРАИНЫ!!! Купить  Снегокат Зимняя красавица MS 0511 в Украине. В городах: Киев, Луганск, Николаев, Запорожье, Кривой Рог, Крым, Полтава, Донецк, Днепропетровск, Ивано-Франковск., Одесса, Симферополь, Севастополь, Винница, Харьков, Черкассы, Чернигов, Львов.   Важно! Характеристики, цветовая гамма и  комплектация товара могут изменяться производителем без уведомления.  <br />
 Цвет изделия так же может отличаться от изображения в зависимости от  настроек Вашего монитора.",,1,1,Китай,Снегокат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Синий,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/29924461.jpg
Profi,"Зимний транспорт для детей: санки и снегокаты","Снегокат MS 0531 iTrike с веревкой",47,"ОПИСАНИЕ ТОВАРА: Снегокат детский MS 0531 Черно красный.<br />
 <br />
 Все дети любят зиму.<br />
 Снегокат - это замечательный подарок для ребенка любого возвраста.<br />
 Каркас с жесткой металлическо рамой на который крепятся морозоустойчевые пластиковые лыжи-катки и мягкое сидение с утепленной подушкой и изображением ""Зимней красавицы"".<br />
 Он сочетает в себе все положительные качества санок с удобством рулевого управления.<br />
 На рулевой присутствует пружинный амортизатор, смягчающий удары и неровности дороги.<br />
 Ребенок в компании своих друзей весело проведет время, ведь прочная металлическая рама выдержит нагрузку до 100кг.<br />
 Снегокат абсолютно безопасен и не имеет острых деталей.<br />
 Подойдет малышу от 2,5 лет. ДОСТАВКА В ЛЮБОЙ ГОРОД УКРАИНЫ!!! Купить  Снегокат  MS 0531 в Украине. В городах: Киев, Луганск, Николаев, Запорожье, Кривой Рог, Крым, Полтава, Донецк, Днепропетровск, Ивано-Франковск., Одесса, Симферополь, Севастополь, Винница, Харьков, Черкассы, Чернигов, Львов.   Важно! Характеристики, цветовая гамма и  комплектация товара могут изменяться производителем без уведомления.  <br />
 Цвет изделия так же может отличаться от изображения в зависимости от  настроек Вашего монитора.",,1,1,Китай,Снегокат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/29924878.jpg
Profi,"Зимний транспорт для детей: санки и снегокаты","Снегокат Зимняя красавица MS 0512",49,"ОПИСАНИЕ ТОВАРА: Снегокат детский MS 0512 ""Зимняя красавица""<br />
 <br />
 Все дети любят зиму.<br />
 Снегокат - это замечательный подарок для ребенка любого возвраста.<br />
 Каркас с жесткой металлическо рамой на который крепятся морозоустойчевые пластиковые лыжи-катки и мягкое сидение с утепленной подушкой и изображением ""Зимней красавицы"".<br />
 Он сочетает в себе все положительные качества санок с удобством рулевого управления.<br />
 На рулевой присутствует пружинный амортизатор, смягчающий удары и неровности дороги.<br />
 Ребенок в компании своих друзей весело проведет время, ведь прочная металлическая рама выдержит нагрузку до 100кг.<br />
 Снегокат абсолютно безопасен и не имеет острых деталей.<br />
 Подойдет малышу от 2,5 лет. ДОСТАВКА В ЛЮБОЙ ГОРОД УКРАИНЫ!!! Купить  Снегокат Зимняя красавица MS 0512 в Украине. В городах: Киев, Луганск, Николаев, Запорожье, Кривой Рог, Крым, Полтава, Донецк, Днепропетровск, Ивано-Франковск., Одесса, Симферополь, Севастополь, Винница, Харьков, Черкассы, Чернигов, Львов.   Важно! Характеристики, цветовая гамма и  комплектация товара могут изменяться производителем без уведомления.  <br />
 Цвет изделия так же может отличаться от изображения в зависимости от  настроек Вашего монитора.",,1,1,Китай,Снегокат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/29925211.jpg
Profi,"Зимний транспорт для детей: санки и снегокаты","Снегокат Зимняя красавица MS 0509",49,"ОПИСАНИЕ ТОВАРА: Снегокат детский MS 0509""Зимняя красавица""<br />
 <br />
 Все дети любят зиму.<br />
 Снегокат - это замечательный подарок для ребенка любого возвраста.<br />
 Каркас с жесткой металлическо рамой на который крепятся морозоустойчевые пластиковые лыжи-катки и мягкое сидение с утепленной подушкой и изображением ""Зимней красавицы"".<br />
 Он сочетает в себе все положительные качества санок с удобством рулевого управления.<br />
 На рулевой присутствует пружинный амортизатор, смягчающий удары и неровности дороги.<br />
 Ребенок в компании своих друзей весело проведет время, ведь прочная металлическая рама выдержит нагрузку до 100кг.<br />
 Снегокат абсолютно безопасен и не имеет острых деталей.<br />
 Подойдет малышу от 2,5 лет. ДОСТАВКА В ЛЮБОЙ ГОРОД УКРАИНЫ!!! Купить  Снегокат Зимняя красавица MS 0509 в Украине. В городах: Киев, Луганск, Николаев, Запорожье, Кривой Рог, Крым, Полтава, Донецк, Днепропетровск, Ивано-Франковск., Одесса, Симферополь, Севастополь, Винница, Харьков, Черкассы, Чернигов, Львов.   Важно! Характеристики, цветовая гамма и  комплектация товара могут изменяться производителем без уведомления.  <br />
 Цвет изделия так же может отличаться от изображения в зависимости от  настроек Вашего монитора.",,1,1,Китай,Снегокат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/29925262.jpg
Profi,"Зимний транспорт для детей: санки и снегокаты","Снегокат Бен 10 MS 0491",49,"ОПИСАНИЕ ТОВАРА: Снегокат детский MS 0491 ""Бен 10""<br />
 <br />
 Все дети любят зиму.<br />
 Снегокат - это замечательный подарок для ребенка любого возвраста.<br />
 Каркас с жесткой металлическо рамой на который крепятся морозоустойчевые пластиковые лыжи-катки и мягкое сидение с утепленной подушкой и изображением ""Зимней красавицы"".<br />
 Он сочетает в себе все положительные качества санок с удобством рулевого управления.<br />
 На рулевой присутствует пружинный амортизатор, смягчающий удары и неровности дороги.<br />
 Ребенок в компании своих друзей весело проведет время, ведь прочная металлическая рама выдержит нагрузку до 100кг.<br />
 Снегокат абсолютно безопасен и не имеет острых деталей.<br />
 Подойдет малышу от 2,5 лет. ДОСТАВКА В ЛЮБОЙ ГОРОД УКРАИНЫ!!! Купить  Снегокат Зимняя красавица MS 0511 в Украине. В городах: Киев, Луганск, Николаев, Запорожье, Кривой Рог, Крым, Полтава, Донецк, Днепропетровск, Ивано-Франковск., Одесса, Симферополь, Севастополь, Винница, Харьков, Черкассы, Чернигов, Львов.   Важно! Характеристики, цветовая гамма и  комплектация товара могут изменяться производителем без уведомления.  <br />
 Цвет изделия так же может отличаться от изображения в зависимости от  настроек Вашего монитора.",,1,1,Китай,Снегокат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/29925322.jpg
Profi,"Зимний транспорт для детей: санки и снегокаты","Снегокат Тачки MS 0507",49,"ОПИСАНИЕ ТОВАРА: Снегокат детский MS 0507 ""Тачки""<br />
 <br />
 Все дети любят зиму.<br />
 Снегокат - это замечательный подарок для ребенка любого возвраста.<br />
 Каркас с жесткой металлическо рамой на который крепятся морозоустойчевые пластиковые лыжи-катки и мягкое сидение с утепленной подушкой и изображением ""Зимней красавицы"".<br />
 Он сочетает в себе все положительные качества санок с удобством рулевого управления.<br />
 На рулевой присутствует пружинный амортизатор, смягчающий удары и неровности дороги.<br />
 Ребенок в компании своих друзей весело проведет время, ведь прочная металлическая рама выдержит нагрузку до 100кг.<br />
 Снегокат абсолютно безопасен и не имеет острых деталей.<br />
 Подойдет малышу от 2,5 лет. ДОСТАВКА В ЛЮБОЙ ГОРОД УКРАИНЫ!!! Купить  Снегокат Тачки MS 0507 в Украине. В городах: Киев, Луганск, Николаев, Запорожье, Кривой Рог, Крым, Полтава, Донецк, Днепропетровск, Ивано-Франковск., Одесса, Симферополь, Севастополь, Винница, Харьков, Черкассы, Чернигов, Львов.   Важно! Характеристики, цветовая гамма и  комплектация товара могут изменяться производителем без уведомления.  <br />
 Цвет изделия так же может отличаться от изображения в зависимости от  настроек Вашего монитора.",,1,1,Китай,Снегокат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/29925598.jpg
Profi,"Зимний транспорт для детей: санки и снегокаты","Снегокат Hot Wheels MS 0891, фото 1",49,"Снегокат  Hot Wheels MS 0891 Любой малыш будет рад снегокату на зимние праздники.Снегокат  великолепная модель детского снегоката для Вашего ребенка.Ваше чадо, увидев первый снег, сразу же схватит снегокат, и отправиться с восхищением покорять снежные вершины.<br />
 Характеристика:    Управление такого детского снегохода осуществляется по средству поворота руля, который  выполнен из высокопрочного пластика. Технология производства обеспечивает полную его безопасность как экологическую, так и конструктивную. Вес не должен превышать 50 кг. Рама снегоката изготовлена из стали, с полиэфирным покрытием Предусмотрен ножной тормоз педального типа; Размеры снегоката: Длина/Ширина/Высота: 107/49/38 см. Размеры коробки: Длина/Ширина/Высота: 82/49/16.5 cm. Вес снегоката — 6,5 кг.; Высота до сидения 23 см; Легкая, но прочная конструкция метала; В комплект входит инструкция по сбокре на русском языке Детский снегокат представляет собой снегокат для скоростных и медленных катаний. Это снегокат с низкой посадкой и спортивного типа . Простота в управлении, хорошая устойчивость на склонах, динамическая форма - что еще нужно для хорошего снегоката? Рама снегоката изготовлена из стали, с полиэфирным покрытием  О бренде: Компания Bambi является крупнейшим мировым производителем разнообразных товаров для детей. Головной офис данного предприятия расположен в Польше, а производственные мощности Bambi находятся на территории Китая. Предприятие Bambi осуществляет деятельность на рынке детской продукции уже много лет и обладает огромным опытом и комплексом технологических наработок, крайне необходимых для изготовления экологичной, а также, по-настоящему безопасной и комфортной для ребёнка продукции. Разрабатывая детские товары, компания Bambi в максимально возможной степени учитывает все потребности подрастающего ребенка и желания молодых родителей. Ассортимент товаров, выпускаемых под брендом Bambi, состоит из детских манежей, автокресел, ходунков, санок, стульев для кормления, колясок и множества другой продукции для малышей. С недавних пор производитель также изготавливает детские игрушки. Данная линия включает, как игрушки для новорождённых (подвески, карусели, мобили), так и товары для более взрослых детей, например, детские электро- и веломобили или радиоуправляемые модели. Все продукты, предлагаемые компанией Bambi, соответствуют европейским и международным стандартам безопасности и качества. Комплектация, цветовая гамма и характеристики   могут меняться производителем в зависимости от серии поставки, без предварительного уведомления. Магазин не несет ответственность за внесенные изменения. Для более точной информации обращайтесь к менеджерам по продажам.  Важно! Характеристики, цветовая гамма и  комплектация товара могут изменяться производителем без уведомления.  <br />
 Цвет изделия так же может отличаться от изображения в зависимости от  настроек Вашего монитора.",,1,1,Китай,Снегокат,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://active-kids.com.ua/upload/images/52876784.jpg
